Date and Time,Wind Speed (m/s),Wind Dir (Deg),Total Precipitation (mm),WQ Temp (°C),pH,Turbidity (NTU),TDS (g/L),Chl(ug/l),TSS (mg/L),BGA (mg/L),Dissolved Oxygen (mg/L),Sal (psu),Rel.Hum (%),Air Temp (°C)
15-11-2019 00:00,0.5,120,0,27.59,8.13,1.22,0,0.89,0,1.85,5.04,25.19,91,26.1
15-11-2019 00:10,0.4,145,0,27.55,8.1,1.23,0,0.99,0,2.07,5.034,25.19,90,26.1
15-11-2019 00:20,0.5,123,0,27.5,8.09,1.2,0,1.03,0,1.9,5.053,25.19,89,26.1
15-11-2019 00:30,0.6,77,0,27.43,8.09,1.2,0,0.89,0,1.83,5.069,25.19,90,26
15-11-2019 00:40,0.6,62,0,27.36,8.11,1.16,0,1,0,2.01,5.068,25.19,91,25.7
15-11-2019 00:50,1.1,72,0,27.1,8.12,1.16,0,0.99,0,1.96,5.049,25.19,92,25.2
15-11-2019 01:00,0.3,239,0,26.74,8.13,1.16,0,0.9,0,1.86,5.066,25.19,93,25
15-11-2019 01:10,0.6,82,0,26.46,8.13,1.13,0,1.01,0,1.89,5.046,25.19,95,24.9
15-11-2019 01:20,0.3,108,0,26.27,8.14,1.18,0,0.99,0,1.99,5.036,25.19,95,24.8
15-11-2019 01:30,0.3,110,0,26.16,8.14,1.16,0,1.08,0,2.25,5.031,25.19,95,24.7
15-11-2019 01:40,0.3,90,0,26.04,8.15,1.16,0,1.01,0,2.29,5.045,25.19,95,24.7
15-11-2019 01:50,0.3,127,0,25.97,8.19,1.18,0,0.99,0,2.11,5.026,25.19,95,24.8
15-11-2019 02:00,0.3,85,0,25.92,8.19,1.14,0,1.02,0,2.02,5.052,25.19,95,24.8
15-11-2019 02:10,0.1,253,0,25.88,8.18,1.15,0,1.06,0,2.17,5.052,25.19,95,24.9
15-11-2019 02:20,0.1,180,0,25.85,8.19,1.1,0,1.18,0,1.98,5.064,25.19,95,25
15-11-2019 02:30,0.2,180,0,25.84,8.2,1.08,0,0.95,0,1.96,5.077,25.19,95,24.9
15-11-2019 02:40,0.2,161,0,25.83,8.19,1.08,0,0.95,0,2.12,5.079,25.19,95,25
15-11-2019 02:50,0.3,193,0,25.83,8.19,1.09,0,1.06,0,2.09,5.093,25.19,95,25.1
15-11-2019 03:00,0.3,163,0,25.84,8.19,1.13,0,0.88,0,2.03,5.108,25.2,95,25.2
15-11-2019 03:10,0.3,168,0,25.86,8.17,1.11,0,1,0,2.17,5.113,25.2,95,25.3
15-11-2019 03:20,0.3,143,0,25.89,8.16,1.1,0,0.98,0,2.06,5.127,25.2,95,25.4
15-11-2019 03:30,0.2,180,0,25.92,8.18,1.09,0,0.94,0,2.03,5.136,25.2,95,25.3
15-11-2019 03:40,0.2,180,0,25.93,8.17,1.04,0,0.89,0,1.99,5.143,25.2,95,25.3
15-11-2019 03:50,0.2,180,0,25.95,8.15,1.08,0,0.95,0,2.24,5.148,25.2,95,25.2
15-11-2019 04:00,0.2,213,0,25.96,8.12,1.05,0,0.95,0,2.26,5.159,25.2,95,25.2
15-11-2019 04:10,0.4,181,0,25.97,8.1,1.05,0,1.06,0,2,5.167,25.2,95,25.1
15-11-2019 04:20,0.4,176,0,25.96,8.08,1.03,0,1.03,0,2.15,5.178,25.21,95,25
15-11-2019 04:30,0.3,97,0,25.94,8.09,1.03,0,0.91,0,1.54,5.175,25.21,95,25
15-11-2019 04:40,0.4,100,0,25.92,8.07,1.04,0,0.92,0,2.24,5.2,25.21,95,25
15-11-2019 04:50,0.4,90,0,25.9,8.07,1.03,0,0.96,0,1.95,5.203,25.21,95,25
15-11-2019 05:00,0.4,106,0,25.88,8.07,1.01,0,1.01,0,1.79,5.203,25.21,95,25.1
15-11-2019 05:10,0.3,111,0,25.87,8.06,1.03,0,1.02,0,2.14,5.218,25.21,95,25.1
15-11-2019 05:20,0.4,109,0,25.85,8.06,1.01,0,0.87,0,1.92,5.222,25.22,94,25.1
15-11-2019 05:30,0.3,117,0,25.84,8.06,1.03,0,0.94,0,2.17,5.221,25.22,94,25.1
15-11-2019 05:40,0.3,114,0,25.83,8.07,1,0,0.93,0,1.88,5.229,25.22,94,25.2
15-11-2019 05:50,0.2,132,0,25.82,8.06,1.02,0,0.94,0,2.2,5.218,25.22,94,25.2
15-11-2019 06:00,0.3,193,0,25.82,8.07,1.03,0,0.97,0,1.74,5.225,25.23,94,25.2
15-11-2019 06:10,0.3,187,0,25.82,8.06,1.01,0,1.16,0,1.99,5.237,25.23,94,25.1
15-11-2019 06:20,0.3,160,0,25.82,8.05,1,0,0.94,0,1.98,5.244,25.23,94,25.2
15-11-2019 06:30,0.3,154,0,25.83,8.09,0.99,0,1.2,0,1.81,5.248,25.23,94,25.2
15-11-2019 06:40,0.3,144,0,25.85,8.13,0.99,0,1,0,2.02,5.249,25.24,94,25.3
15-11-2019 06:50,0.3,146,0,25.9,8.1,0.97,0,0.98,0,2.22,5.269,25.24,93,25.5
15-11-2019 07:00,0.4,90,0,25.97,8.09,0.93,0,0.84,0,2.1,5.315,25.24,93,25.6
15-11-2019 07:10,0.4,147,0,26.04,8.09,0.96,0,1.04,0,2.02,5.319,25.24,92,25.6
15-11-2019 07:20,0.4,146,0,26.11,8.07,0.94,0,0.94,0,1.48,5.328,25.24,92,25.8
15-11-2019 07:30,0.3,121,0,26.18,8.05,0.94,0,0.92,0,2.12,5.341,25.24,92,25.9
15-11-2019 07:40,0.5,90,0,26.24,8.06,0.87,0,1,0,2.14,5.335,25.25,91,25.9
15-11-2019 07:50,0.4,141,0,26.28,8.07,0.94,0,0.97,0,1.92,5.334,25.25,91,25.9
15-11-2019 08:00,0.4,167,0,26.34,8.06,0.94,0,0.96,0,2.03,5.355,25.26,90,26
15-11-2019 08:10,0.5,90,0,26.4,8.07,0.88,0,0.99,0,2.09,5.368,25.26,90,26.1
15-11-2019 08:20,0.5,93,0,26.46,8.09,0.89,0,0.93,0,2.03,5.389,25.26,90,26.3
15-11-2019 08:30,0.5,84,0,26.53,8.08,0.88,0,1,0,2,5.406,25.26,90,26.4
15-11-2019 08:40,0.4,86,0,26.61,8.08,0.88,0,0.99,0,2.18,5.435,25.27,89,26.5
15-11-2019 08:50,0.4,90,0,26.69,8.09,0.89,0,0.93,0,1.91,5.429,25.27,88,26.6
15-11-2019 09:00,0.8,79,0,26.81,8.07,0.85,0,0.86,0,1.81,5.451,25.27,86,26.7
15-11-2019 09:10,0.8,76,0,26.92,8.1,0.83,0,0.86,0,1.87,5.46,25.27,87,26.9
15-11-2019 09:20,0.7,73,0,27.05,8.1,0.84,0,0.93,0,2.05,5.491,25.27,87,27
15-11-2019 09:30,0.9,71,0,27.21,8.12,0.85,0,0.88,0,1.72,5.505,25.27,86,27.3
15-11-2019 09:40,0.7,73,0,27.39,8.13,0.76,0,0.9,0,1.98,5.527,25.27,85,27.5
15-11-2019 09:50,0.7,74,0,27.58,8.12,0.76,0,0.91,0,1.68,5.561,25.28,84,27.8
15-11-2019 10:00,0.7,72,0,27.8,8.13,0.74,0,0.83,0,1.74,5.58,25.27,84,28.1
15-11-2019 10:10,1,66,0,28,8.13,0.74,0,1.02,0,1.85,5.607,25.26,83,28.1
15-11-2019 10:20,0.8,69,0,28.25,8.14,0.74,0,0.89,0,1.91,5.633,25.26,81,28.7
15-11-2019 10:30,0.8,71,0,28.49,8.14,0.7,0,1.11,0,1.63,5.658,25.26,80,28.5
15-11-2019 10:40,0.9,68,0,28.67,8.12,0.7,0,0.84,0,1.57,5.663,25.26,83,28.3
15-11-2019 10:50,1.1,69,0,28.8,8.13,0.78,0,0.9,0,1.86,5.674,25.25,82,28.5
15-11-2019 11:00,0.9,58,0,28.96,8.09,0.67,0,0.91,0,1.76,5.716,25.26,79,28.8
15-11-2019 11:10,1,69,0,29.1,8.12,0.66,0,0.85,0,1.45,5.735,25.26,81,28.5
15-11-2019 11:20,0.7,70,0,29.24,8.14,0.7,0,0.97,0,1.89,5.763,25.26,82,28.4
15-11-2019 13:10,0.9,78,0,28.81,8.14,-0.36,0,0.33,0,0.22,8.4,25.26,81,27.7
15-11-2019 13:20,0.8,72,0,28.83,8.14,-0.96,0,0.12,0,0.19,8.4,25.26,81,27.6
15-11-2019 13:30,1,74,0,28.82,8.13,-0.93,0,0.29,0,0.21,8.4,25.26,82,27.4
15-11-2019 13:40,1,72,0,28.81,8.14,-0.93,0,0.11,0,0.06,8.4,25.26,81,27.7
15-11-2019 13:50,0.8,72,0,28.88,8.14,-1.12,0,0.21,0,0.22,8.4,25.27,80,28
15-11-2019 14:00,0.7,72,0,28.95,8.14,-1.02,0,0.12,0,0.17,8.4,25.27,80,28.1
15-11-2019 14:10,1.1,67,0,28.97,8.16,-1.14,0,0.21,0,0.22,8.4,25.26,84,27.7
15-11-2019 15:20,0.7,71,0,,8.14,-1.37,0,0.26,0,0.1,,25.27,78,28.4
15-11-2019 15:30,0.7,68,0,,8.16,-1.34,0,0.21,0,0,,25.26,78,28.7
15-11-2019 15:40,0.9,67,0,,8.17,-0.01,0,0.12,0,0,,25.26,76,28.6
15-11-2019 15:50,0.8,66,0,,8.17,-0.01,0,0.12,0,0,,25.25,76,28.8
15-11-2019 16:00,0.7,68,0,,8.13,-0.01,0,0.12,0,0,,25.26,76,29
15-11-2019 16:10,0.8,67,0,29.04,8.1,-0.01,0,0.12,0,0,,25.28,75,29.1
15-11-2019 16:20,1.1,66,0,29.06,8.09,-0.01,0,0.12,0,0,,25.27,77,28.7
15-11-2019 16:30,0.8,67,0,28.92,8.09,-0.01,0,0.12,0,0,,25.27,77,28.7
15-11-2019 16:40,1.2,67,0,28.46,8.11,0.02,0,0.12,0,0,,25.26,78,28.5
15-11-2019 16:50,1.1,67,0,28.49,8.12,0.03,0,0.12,0,0,,25.27,80,28.4
15-11-2019 17:00,1.3,67,0,28.51,8.13,0.03,0,0.12,0,0,,25.28,79,28.2
15-11-2019 17:10,1.3,67,0,28.53,8.13,0.03,0,0.12,0,0,,25.28,77,28.2
15-11-2019 17:20,1.1,66,0,28.58,8.14,-1.33,0,0.12,0,0,6.42,25.27,74,28.2
15-11-2019 17:30,0.9,70,0,28.51,8.14,-1.2,0,0.18,0,0,6.52,25.27,78,28
15-11-2019 17:40,1.1,72,0,28.53,8.15,-1.29,0,0.1,0,0,6.49,25.28,80,27.8
15-11-2019 17:50,1.3,72,0,28.5,8.19,-1.26,0,0.2,0,0,6.49,25.27,82,27.5
15-11-2019 18:00,1.5,72,0,28.44,8.19,-1.31,0,0.21,0,0,6.48,25.28,83,27.4
15-11-2019 18:10,1.4,73,0,28.33,8.18,-1.31,0,0.13,0,0,6.5,25.27,84,27.2
15-11-2019 18:20,1.3,74,0,28.23,8.19,-1.26,0,0.18,0,0.01,6.47,25.28,84,27.1
15-11-2019 18:30,0.9,76,0,28.1,8.2,-1.24,0,0.13,0,0.01,6.5,25.26,84,27
15-11-2019 18:40,1,72,0,28.01,8.19,-1.26,0,0.12,0,0,6.47,,86,27
15-11-2019 18:50,0.9,72,0,27.95,8.19,-1.29,0,0.23,0,0,6.47,,86,26.9
15-11-2019 19:00,0.8,77,0,27.88,8.19,-1.25,0,0.13,0,0,6.47,,86,27
15-11-2019 19:10,0.8,72,0,27.83,8.17,-1.25,0,0.12,0,0.17,6.47,,86,27
15-11-2019 19:20,0.7,76,0,27.79,8.16,-1.3,0,0.21,0,0,6.47,,86,27
15-11-2019 19:30,0.7,73,0,27.75,8.18,-1.25,0,0.13,0,0,6.46,,86,27
15-11-2019 19:40,0.6,71,0,27.73,8.17,-1.27,0,0.18,0,0,6.46,,86,27.1
15-11-2019 19:50,0.5,73,0,27.71,8.15,-1.26,0,0.21,0,0,6.46,,86,27.1
15-11-2019 20:00,0.5,73,0,27.69,8.12,-1.33,0,0.14,0,0.03,6.45,,86,27.1
15-11-2019 20:10,0.6,78,0,27.68,8.1,-1.3,0,0.22,0,0.1,6.45,,86,27.1
15-11-2019 20:20,0.6,75,0,27.66,8.08,-1.29,0,0.16,0,0.09,6.44,,87,27
15-11-2019 20:30,0.6,76,0,27.64,8.09,-1.31,0,0.27,0,0.12,6.44,,88,26.9
15-11-2019 20:40,0.7,76,0,27.62,8.07,-1.26,0,0.19,0,0.14,6.43,25.3,88,26.8
15-11-2019 20:50,0.8,77,0,27.58,8.07,-1.28,0,0.23,0,0,6.44,25.3,89,26.7
15-11-2019 21:00,0.7,77,0,27.55,8.07,-1.3,0,0.11,0,0,6.45,25.29,89,26.6
15-11-2019 21:10,0.6,78,0,27.51,8.06,-1.28,0,0.22,0,0,6.43,25.3,89,26.6
15-11-2019 21:20,0.5,79,0,27.49,8.06,-1.29,0,0.18,0,0,6.44,25.29,89,26.6
15-11-2019 21:30,0.5,78,0,27.46,8.06,-1.26,0,0.12,0,0,6.43,25.29,88,26.6
15-11-2019 21:40,0.4,80,0,27.43,8.07,-1.28,0,0.23,0,0,6.43,25.3,88,26.6
15-11-2019 21:50,0.4,79,0,27.41,8.06,-1.28,0,0.16,0,0,6.43,25.29,88,26.7
15-11-2019 22:00,0.6,79,0,27.41,8.07,-1.28,0,0.12,0,0,6.42,25.29,87,26.7
15-11-2019 22:10,0.6,81,0,27.39,8.06,-1.26,0,0.38,0,0.02,6.43,25.29,86,26.6
15-11-2019 22:20,0.5,84,0,27.38,8.05,-1.3,0,0.14,0,0,6.42,25.29,86,26.6
15-11-2019 22:30,0.4,84,0,27.36,8.09,-1.31,0,0.14,0,0,6.42,25.29,85,26.6
15-11-2019 22:40,0.6,82,0,27.34,8.13,-1.26,0,0.21,0,0.02,6.42,25.29,85,26.6
15-11-2019 22:50,0.4,86,0,27.32,8.1,-1.27,0,0.2,0,0,6.42,25.29,86,26.6
15-11-2019 23:00,0.5,82,0,27.3,8.09,-1.26,0,0.17,0,0,6.43,25.29,88,26.4
15-11-2019 23:10,0.5,82,0,27.26,8.09,-1.32,0,0.24,0,0,6.43,25.29,89,26.4
15-11-2019 23:20,0.4,86,0,27.24,8.07,-1.29,0,0.14,0,0,6.43,25.29,88,26.4
15-11-2019 23:30,0.4,86,0,27.22,8.05,-1.29,0,0.14,0,0,6.42,25.29,89,26.4
15-11-2019 23:40,0.4,87,0,27.2,8.06,-1.29,0,0.22,0,0,6.42,25.3,89,26.5
15-11-2019 23:50,0.4,86,0,27.18,8.07,-1.29,0,0.15,0,0,6.42,25.3,89,26.5
16-11-2019 00:00,0.5,85,0,27.17,8.06,-1.3,0,0.21,0,0,6.42,25.29,89,26.4
16-11-2019 00:10,0.4,87,0,27.16,8.07,-1.3,0,0.17,0,0.13,6.42,25.3,89,26.4
16-11-2019 00:20,0.4,90,0,27.15,8.09,-1.28,0,0.22,0,0.19,6.42,25.3,89,26.5
16-11-2019 00:30,0.3,95,0,27.14,8.08,-1.31,0,0.17,0,0,6.42,25.3,89,26.5
16-11-2019 00:40,0.4,87,0,27.13,8.08,-1.27,0,0.24,0,0.13,6.41,25.3,89,26.5
16-11-2019 00:50,0.3,97,0,27.13,8.09,-1.26,0,0.13,0,0,6.42,25.3,89,26.5
16-11-2019 01:00,0.3,91,0,27.12,8.07,-1.28,0,0.12,0,0,6.42,25.3,90,26.4
16-11-2019 01:10,0.4,84,0,27.11,8.1,-1.27,0,0.18,0,0.04,6.42,25.3,90,26.4
16-11-2019 01:20,0.4,85,0,27.11,8.1,-1.28,0,0.18,0,0.21,6.41,25.3,90,26.4
16-11-2019 01:30,0.4,90,0,27.09,8.12,-1.29,0,0.12,0,0.11,6.41,25.3,90,26.4
16-11-2019 01:40,0.3,90,0,27.08,8.13,-1.23,0,0.26,0,0.17,6.41,25.3,90,26.4
16-11-2019 01:50,0.2,116,0,27.08,8.12,-1.33,0,0.21,0,0,6.41,25.3,90,26.5
16-11-2019 02:00,0.3,86,0,27.08,8.13,-1.28,0,0.17,0,0,6.41,25.3,91,26.4
16-11-2019 02:10,0.3,90,0,27.07,8.13,-1.22,0,0.16,0,0.21,6.42,25.3,91,26.3
16-11-2019 02:20,0.3,90,0,27.06,8.14,-1.28,0,0.16,0,0.06,6.42,25.31,91,26.3
16-11-2019 02:30,0.2,136,0,27.06,8.14,-1.31,0,0.18,0,0.29,6.41,25.31,91,26.4
16-11-2019 02:40,0.3,177,0,27.05,8.12,-1.27,0,0.29,0,0.2,6.42,25.31,91,26.4
16-11-2019 02:50,0.2,141,0,27.06,8.13,-1.3,0,0.17,0,0.03,6.42,25.31,91,26.4
16-11-2019 03:00,0.2,119,0,27.06,8.09,-1.27,0,0.12,0,0.14,6.41,25.31,91,26.4
16-11-2019 03:10,0.3,163,0,27.06,8.12,-1.27,0,0.18,0,0,6.42,25.31,91,26.4
16-11-2019 03:20,0.3,126,0,27.07,8.14,-1.29,0,0.12,0,0.04,6.41,25.31,91,26.3
16-11-2019 03:30,0.3,104,0,27.07,8.14,-1.3,0,0.27,0,0.19,6.4,25.31,91,26.3
16-11-2019 03:40,0.2,140,0,27.07,8.14,-1.26,0,0.15,0,0,6.41,25.31,91,26.4
16-11-2019 03:50,0.3,112,0,27.07,8.13,-1.27,0,0.24,0,0.05,6.4,25.31,91,26.2
16-11-2019 04:00,0.3,113,0,27.06,8.14,-1.27,0,0.15,0,0.11,6.4,25.31,92,26.2
16-11-2019 04:10,0.4,116,0,27.04,8.14,-1.29,0,0.26,0,0.03,6.4,25.31,92,26.1
16-11-2019 04:20,0.4,124,0,27.03,8.14,-1.26,0,0.31,0,0.14,6.4,25.31,91,26.1
16-11-2019 04:30,0.4,102,0,27.01,8.16,-1.29,0,0.12,0,0.08,6.4,25.31,91,26
16-11-2019 04:40,0.5,94,0,26.98,8.14,-1.29,0,0.17,0,0.11,6.4,25.31,91,26
16-11-2019 04:50,0.6,92,0,26.95,8.16,-1.3,0,0.16,0,0.04,6.41,25.29,91,25.9
16-11-2019 05:00,0.6,82,0,26.91,8.17,-1.24,0,0.19,0,0.13,6.42,25.31,91,25.9
16-11-2019 05:10,0.5,94,0,26.87,8.17,-1.28,0,0.17,0,0.11,6.4,25.31,91,25.8
16-11-2019 05:20,0.5,94,0,26.83,8.13,-1.27,0,0.11,0,0.13,6.4,25.32,91,25.8
16-11-2019 05:30,0.4,90,0,26.8,8.1,-1.31,0,0.16,0,0.1,6.4,25.32,91,25.8
16-11-2019 05:40,0.6,85,0,26.77,8.09,-1.27,0,0.21,0,0.06,6.4,25.32,91,25.8
16-11-2019 05:50,0.4,86,0,26.73,8.09,-1.29,0,0.23,0,0,6.39,25.32,92,25.8
16-11-2019 06:00,0.5,87,0,26.7,8.11,-1.25,0,0.1,0,0.33,6.4,25.33,92,25.7
16-11-2019 06:10,0.5,90,0,26.67,8.12,-1.28,0,0.17,0,0.02,6.39,25.33,92,25.7
16-11-2019 06:20,0.4,85,0,26.65,8.13,-1.27,0,0.18,0,0.29,6.39,25.33,92,25.7
16-11-2019 06:30,0.4,97,0,26.63,8.13,-1.26,0,0.2,0,0.19,6.39,25.32,91,25.8
16-11-2019 06:40,0.3,100,0,26.63,8.14,-1.3,0,0.18,0,0.01,6.38,25.33,91,25.8
16-11-2019 06:50,0.4,115,0,26.62,8.14,-1.34,0,0.22,0,0.05,6.37,25.33,91,25.9
16-11-2019 07:00,0.4,109,0,26.63,8.15,-1.26,0,0.15,0,0,6.38,25.33,90,25.9
16-11-2019 07:10,0.5,115,0,26.65,8.19,-1.28,0,0.12,0,0.07,6.37,25.33,90,26
16-11-2019 07:20,0.4,102,0,26.68,8.19,-1.21,0,0.28,0,0,6.36,25.33,90,26.1
16-11-2019 07:30,0.5,84,0,26.71,8.18,-1.29,0,0.26,0,0.05,6.35,25.34,89,26.3
16-11-2019 07:40,0.3,145,0,26.75,8.19,-1.25,0,0.16,0,0.05,6.34,25.33,89,26.4
16-11-2019 07:50,0.4,90,0,26.82,8.2,-1.23,0,0.23,0,0.16,6.34,25.34,88,26.6
16-11-2019 08:00,0.5,81,0,26.89,8.19,-1.26,0,0.14,0,0,6.34,25.31,87,26.9
16-11-2019 08:10,0.4,91,0,26.97,8.19,-1.24,0,0.23,0,0.15,6.32,25.32,86,27.1
16-11-2019 08:20,0.4,78,0,27.07,8.19,-1.26,0,0.14,0,0.15,6.31,25.32,85,27.4
16-11-2019 08:30,0.5,79,0,27.19,8.17,-1.24,0,0.19,0,0.21,6.3,25.32,85,27.6
16-11-2019 08:40,0.5,78,0,27.32,8.16,-1.26,0,0.17,0,0.01,6.27,25.32,84,27.8
16-11-2019 08:50,0.6,73,0,27.44,8.18,-1.27,0,0.2,0,0.06,6.27,25.32,83,28
16-11-2019 09:00,0.6,90,0,27.59,8.17,-1.28,0,0.17,0,0.13,6.26,25.32,83,27.9
16-11-2019 09:10,0.5,77,0,27.72,8.15,-1.28,0,0.21,0,0.18,6.23,25.33,83,28.2
16-11-2019 09:20,0.3,90,0,27.88,8.12,-1.2,0,0.12,0,0.15,6.21,25.33,82,28.4
16-11-2019 09:30,0.7,75,0,28.04,8.1,-1.23,0,0.17,0,0,6.2,25.33,80,28.7
16-11-2019 09:40,0.7,73,0,28.22,8.08,-1.28,0,0.18,0,0,6.17,25.33,80,29
16-11-2019 09:50,0.7,79,0,28.42,8.09,-1.25,0,0.24,0,0,6.15,25.33,79,29
16-11-2019 10:00,0.9,68,0,28.59,8.07,-1.23,0,0.14,0,0,6.14,25.33,78,29
16-11-2019 10:10,0.8,73,0,28.77,8.07,-1.21,0,0.14,0,0,6.12,25.33,76,29.4
16-11-2019 10:20,1.4,70,0,28.95,8.07,-1.25,0,0.15,0,0,6.09,25.33,76,29.4
16-11-2019 10:30,1.4,72,0,29.15,8.06,-1.28,0,0.16,0,0,6.07,25.33,74,29.6
16-11-2019 10:40,1.3,69,0,29.31,8.06,-1.26,0,0.17,0,0,6.05,25.33,74,29.7
16-11-2019 10:50,0.9,71,0,29.5,8.06,-1.25,0,0.21,0,0,6.03,25.34,74,29.6
16-11-2019 11:00,0.9,69,0,29.61,8.07,-1.27,0,0.23,0,0,6.01,25.34,72,29.7
16-11-2019 11:10,1.2,70,0,29.75,8.06,-1.26,0,0.12,0,0,6,25.33,72,29.7
16-11-2019 11:20,1.8,72,0,29.94,8.07,-1.23,0,0.14,0,0,5.98,25.34,71,30.1
17-11-2019 17:50,2.1,325,0,27.34,8.06,6.96,0,3.65,0,23.26,7.88,25.33,82,26.8
17-11-2019 18:00,1.9,324,0,27.39,8.05,7.1,0,3.65,0,24.48,7.86,25.34,82,26.6
17-11-2019 18:10,1.9,322,0,27.37,8.09,7.1,0,3.56,0,25.27,7.87,25.34,82,26.6
17-11-2019 18:20,2.2,323,0,27.28,8.13,7.18,0,3.56,0,26.39,7.89,25.34,83,26.6
17-11-2019 18:30,3.6,348,0,27.36,8.1,7.23,0,3.54,0,27.05,7.88,25.33,85,26.5
17-11-2019 18:40,3,344,0,27.39,8.09,7.25,0,3.56,0,27.63,7.89,25.33,86,26.6
17-11-2019 18:50,3.1,339,0,29.27,8.13,-0.1,0,21.66,0,45.34,4.64,25.04,86,26.4
17-11-2019 19:00,3.7,340,0,29.27,8.1,-0.05,0,17.54,0,100.23,4.06,25.05,86,26.4
17-11-2019 19:10,3.7,340,0,29.28,8.09,-0.07,0,20.57,0,64.81,4.05,25.06,86,26.5
17-11-2019 19:20,3.6,342,0,29.27,8.09,-0.25,0,27.69,0,60.59,4.03,25.06,87,26.5
17-11-2019 19:30,3.8,342,0,29.27,8.11,-0.14,0,24.34,0,43.3,4.3,25.06,87,26.5
17-11-2019 19:40,4.1,348,0,29.27,8.12,0.03,0,30.47,0,51.84,4.47,25.06,87,26.6
17-11-2019 19:50,3.8,352,0,29.26,8.13,0.04,0,19.66,0,37.03,4.49,25.06,89,26.6
17-11-2019 20:00,3.5,342,0,29.26,8.13,0.13,0,23.95,0,47,4.53,25.06,90,26.6
17-11-2019 20:10,2.6,337,0,29.27,8.14,-0.4,0,18.34,0,39.5,4.72,25.05,91,26.5
17-11-2019 20:20,2.3,334,0,29.25,8.14,0.01,0,24.57,0,43.39,4.68,25.04,90,26.6
17-11-2019 20:30,2.6,336,0,29.25,8.15,-0.27,0,16.77,0,45.64,4.83,25.04,90,26.7
17-11-2019 20:40,2.2,332,0,29.3,8.19,-0.16,0,19.2,0,38.11,5.41,25.04,91,26.8
17-11-2019 20:50,1.9,331,0,29.3,8.19,-0.25,0,25.92,0,83.69,5.34,25.04,91,26.8
17-11-2019 21:00,2.5,338,0,29.28,8.18,-0.2,0,28.62,0,58.8,5.36,25.04,90,26.9
17-11-2019 21:10,2.5,336,0,29.3,8.19,-0.3,0,29.95,0,44.54,5.38,25.05,90,27
17-11-2019 21:20,2.6,341,0,29.28,8.2,-0.35,0,31.28,0,82.98,5.5,25.05,90,27.1
17-11-2019 21:30,2.9,339,0,29.29,8.19,-0.15,0,28.69,0,48.38,5.42,25.05,90,27.2
17-11-2019 21:40,3.1,341,0,29.3,8.19,-0.36,0,22.49,0,44.06,5.48,25.05,90,27.2
17-11-2019 21:50,2.5,336,0,29.3,8.19,-0.1,0,22.81,0,76.56,5.45,25.05,90,27.3
17-11-2019 22:00,2.4,335,0,29.3,8.17,0.16,0,20.22,0,56.47,5.15,25.06,90,27.3
17-11-2019 22:10,2.3,336,0,29.3,8.16,-0.27,0,19.22,0,46.66,5,25.07,90,27.6
17-11-2019 22:20,3.8,2,0,29.29,8.18,-0.37,0,17.84,0,43.67,5.22,25.06,88,27.9
17-11-2019 22:30,6.4,26,0,29.29,8.17,-0.11,0,21.61,0,42.51,5.22,25.06,91,27.1
17-11-2019 22:40,5.5,16,0,29.27,8.15,-0.1,0,17.85,0,45.43,4.84,25.07,93,27.2
17-11-2019 22:50,4.8,6,0,29.25,8.12,-0.35,0,21.16,0,48.21,4.37,25.07,92,27.4
17-11-2019 23:00,4.6,9,0,29.23,8.1,-0.31,0,38.85,0,62.64,4.19,25.07,91,27.6
17-11-2019 23:10,5.1,25,0,29.22,8.08,-0.18,0,20.56,0,42.35,4.06,25.07,87,28
17-11-2019 23:20,6,30,0,29.23,8.09,-0.25,0,13.46,0,34.5,3.99,25.08,85,28.2
17-11-2019 23:30,5.6,29,0,29.23,8.07,0,0,17.38,0,68.86,3.87,25.1,85,28.1
17-11-2019 23:40,5.5,28,0,29.16,8.07,-0.22,0,27.07,0,73.23,3.94,25.1,85,28.1
17-11-2019 23:50,5.2,23,0,29.14,8.07,-0.31,0,18.91,0,43.64,4.04,25.1,87,28
18-11-2019 00:00,4.5,24,0,29.15,8.06,-0.3,0,18.36,0,49.61,3.92,25.12,86,28
18-11-2019 00:10,5.7,35,0,29.15,8.06,-0.3,0,12.85,0,43.39,3.85,25.12,87,28.1
18-11-2019 00:20,5.6,41,0,29.17,8.06,-0.2,0,18.84,0,31.54,3.8,25.13,88,28.1
18-11-2019 00:30,5.9,41,0,29.19,8.07,0.06,0,20.68,0,53.11,3.83,25.14,86,28.1
18-11-2019 00:40,5.8,42,0,29.17,8.06,0.24,0,17.78,0,39.2,3.77,25.12,88,28.2
18-11-2019 00:50,5.4,39,0,29.17,8.07,0.07,0,14,0,38.17,3.8,25.13,88,28.2
18-11-2019 01:00,4.9,40,0,29.17,8.06,0.27,0,13.07,0,48.59,3.73,25.13,88,28.1
18-11-2019 01:10,5.3,40,0,29.16,8.05,0.2,0,15.63,0,38.75,3.6,25.14,86,28.2
18-11-2019 01:20,5.1,40,0,29.19,8.09,0.24,0,20.24,0,43.94,4.08,25.14,86,28.1
18-11-2019 01:30,5.3,39,0,29.21,8.13,0.09,0,39.14,0,59.89,4.48,25.14,87,28.1
18-11-2019 01:40,5.6,37,0,29.2,8.1,-0.11,0,18.98,0,43.88,4.24,25.14,87,28.1
18-11-2019 01:50,5.5,38,0,29.17,8.09,-0.01,0,24.76,0,35.78,4.03,25.15,87,28.1
